iso_2_pair,geo_iso_2,partner_iso_2,year,ip_export,is_cfc,cfc_tax,all_tax,geo_gdp,partner_gdp,patent_collab_count,geo_innovation_input,partner_innovation_input,geo_innovation_output,partner_innovation_output
NL-FR,NL,FR,2019,0.8,1,34.43,34.43,907050863145.097,2715518274227.45,313.79999999999995,65.4,63.5,57.5,45.0
NL-FR,NL,FR,2019,0.8,1,34.43,34.43,907050863145.097,2715518274227.45,316.79999999999995,65.4,63.5,57.5,45.0
PL-FR,PL,FR,2019,2.9,1,34.43,34.43,595862086928.211,2715518274227.45,93.80000000000001,51.0,63.5,31.7,45.0
PL-FR,PL,FR,2019,2.9,1,34.43,34.43,595862086928.211,2715518274227.45,89.80000000000001,51.0,63.5,31.7,45.0
RO-FR,RO,FR,2019,0.8,1,34.43,34.43,249696854574.199,2715518274227.45,26.799999999999997,45.5,63.5,28.0,45.0
RO-FR,RO,FR,2019,0.8,1,34.43,34.43,249696854574.199,2715518274227.45,29.799999999999997,45.5,63.5,28.0,45.0
SE-FR,SE,FR,2019,0.8,1,34.43,34.43,531283304459.667,2715518274227.45,132.8,70.4,63.5,56.9,45.0
SE-FR,SE,FR,2019,0.8,1,34.43,34.43,531283304459.667,2715518274227.45,132.8,70.4,63.5,56.9,45.0
SI-FR,SI,FR,2019,0.8,1,34.43,34.43,54174227308.8862,2715518274227.45,2.8,54.1,63.5,36.4,45.0
SI-FR,SI,FR,2019,0.8,1,34.43,34.43,54174227308.8862,2715518274227.45,2.8,54.1,63.5,36.4,45.0
SK-FR,SK,FR,2019,0.8,1,34.43,34.43,105119160234.117,2715518274227.45,19.799999999999997,48.5,63.5,35.6,45.0
SK-FR,SK,FR,2019,0.8,1,34.43,34.43,105119160234.117,2715518274227.45,19.799999999999997,48.5,63.5,35.6,45.0
AT-HK,AT,HK,2019,0.8,1,25.0,25.0,445075391688.156,363016373358.517,2.8,62.8,66.7,39.1,44.4
AT-HK,AT,HK,2019,0.8,1,25.0,25.0,445075391688.156,363016373358.517,1.7999999999999998,62.8,66.7,39.1,44.4
BE-HK,BE,HK,2019,,1,29.58,29.58,533254518108.234,363016373358.517,4.800000000000001,60.7,66.7,39.6,44.4
BE-HK,BE,HK,2019,,1,29.58,29.58,533254518108.234,363016373358.517,6.800000000000001,60.7,66.7,39.6,44.4
BG-HK,BG,HK,2019,0.8,1,16.5,16.5,68558815111.6199,363016373358.517,0.8,48.1,66.7,32.6,44.4
CY-HK,CY,HK,2019,0.8,1,16.5,16.5,24949065263.6292,363016373358.517,0.8,55.5,66.7,41.1,44.4
CZ-HK,CZ,HK,2019,0.8,1,19.0,19.0,250686478649.064,363016373358.517,0.8,55.4,66.7,43.4,44.4
DK-HK,DK,HK,2019,0.8,1,22.0,22.0,350104327658.675,363016373358.517,1.7999999999999998,69.3,66.7,47.5,44.4
DK-HK,DK,HK,2019,0.8,1,22.0,22.0,350104327658.675,363016373358.517,3.8,69.3,66.7,47.5,44.4
EE-HK,EE,HK,2019,0.8,1,16.5,16.5,31471100656.2431,363016373358.517,1.7999999999999998,56.1,66.7,43.8,44.4
GR-HK,GR,HK,2019,0.8,1,24.0,24.0,205326724570.227,363016373358.517,0.8,50.2,66.7,27.6,44.4
FI-HK,FI,HK,2019,0.8,1,16.5,16.5,268966065200.0,363016373358.517,2.8,68.0,66.7,51.6,44.4
FI-HK,FI,HK,2019,0.8,1,16.5,16.5,268966065200.0,363016373358.517,3.8,68.0,66.7,51.6,44.4
FR-HK,FR,HK,2019,,1,34.43,34.43,2715518274227.45,363016373358.517,8.8,63.5,66.7,45.0,44.4
FR-HK,FR,HK,2019,,1,34.43,34.43,2715518274227.45,363016373358.517,8.8,63.5,66.7,45.0,44.4
HR-HK,HR,HK,2019,0.8,1,18.0,18.0,60752588976.3175,363016373358.517,0.8,47.4,66.7,28.3,44.4
HU-HK,HU,HK,2019,0.8,1,16.5,16.5,163503650313.081,363016373358.517,0.8,50.3,66.7,38.7,44.4
IE-HK,IE,HK,2019,0.8,1,16.5,16.5,398590210120.337,363016373358.517,0.8,62.1,66.7,50.1,44.4
IT-HK,IT,HK,2019,0.8,1,22.24512,22.24512,2004913357800.0,363016373358.517,2.8,54.7,66.7,37.9,44.4
IT-HK,IT,HK,2019,0.8,1,22.24512,22.24512,2004913357800.0,363016373358.517,1.7999999999999998,54.7,66.7,37.9,44.4
LT-HK,LT,HK,2019,0.8,1,15.0,15.0,54639938780.2352,363016373358.517,0.8,50.6,66.7,32.3,44.4
LV-HK,LV,HK,2019,0.8,1,16.0,16.0,34055464655.3254,363016373358.517,0.8,51.3,66.7,35.2,44.4
NL-HK,NL,HK,2019,,1,25.0,25.0,907050863145.097,363016373358.517,5.800000000000001,65.4,66.7,57.5,44.4
NL-HK,NL,HK,2019,,1,25.0,25.0,907050863145.097,363016373358.517,11.8,65.4,66.7,57.5,44.4
PL-HK,PL,HK,2019,0.8,1,16.5,16.5,595862086928.211,363016373358.517,0.8,51.0,66.7,31.7,44.4
RO-HK,RO,HK,2019,0.8,1,16.5,16.5,249696854574.199,363016373358.517,0.8,45.5,66.7,28.0,44.4
SE-HK,SE,HK,2019,0.8,1,17.12,17.12,531283304459.667,363016373358.517,2.8,70.4,66.7,56.9,44.4
SE-HK,SE,HK,2019,0.8,1,17.12,17.12,531283304459.667,363016373358.517,2.8,70.4,66.7,56.9,44.4
SI-HK,SI,HK,2019,0.8,1,19.0,19.0,54174227308.8862,363016373358.517,0.8,54.1,66.7,36.4,44.4
SK-HK,SK,HK,2019,0.8,1,21.0,21.0,105119160234.117,363016373358.517,0.8,48.5,66.7,35.6,44.4
AT-HR,AT,HR,2019,0.8,1,25.0,25.0,445075391688.156,60752588976.3175,5.800000000000001,62.8,47.4,39.1,28.3
AT-HR,AT,HR,2019,0.8,1,25.0,25.0,445075391688.156,60752588976.3175,5.800000000000001,62.8,47.4,39.1,28.3
BE-HR,BE,HR,2019,,1,29.58,29.58,533254518108.234,60752588976.3175,11.8,60.7,47.4,39.6,28.3
BE-HR,BE,HR,2019,,1,29.58,29.58,533254518108.234,60752588976.3175,11.8,60.7,47.4,39.6,28.3
BG-HR,BG,HR,2019,0.8,1,18.0,18.0,68558815111.6199,60752588976.3175,0.8,48.1,47.4,32.6,28.3
CY-HR,CY,HR,2019,0.8,1,18.0,18.0,24949065263.6292,60752588976.3175,0.8,55.5,47.4,41.1,28.3
CZ-HR,CZ,HR,2019,0.8,1,19.0,19.0,250686478649.064,60752588976.3175,1.7999999999999998,55.4,47.4,43.4,28.3
CZ-HR,CZ,HR,2019,0.8,1,19.0,19.0,250686478649.064,60752588976.3175,1.7999999999999998,55.4,47.4,43.4,28.3
DE-HR,DE,HR,2019,0.8,1,25.0,25.0,3861123558039.21,60752588976.3175,20.799999999999997,65.3,47.4,51.1,28.3
DE-HR,DE,HR,2019,0.8,1,25.0,25.0,3861123558039.21,60752588976.3175,23.799999999999997,65.3,47.4,51.1,28.3
DK-HR,DK,HR,2019,0.8,1,22.0,22.0,350104327658.675,60752588976.3175,1.7999999999999998,69.3,47.4,47.5,28.3
DK-HR,DK,HR,2019,0.8,1,22.0,22.0,350104327658.675,60752588976.3175,3.8,69.3,47.4,47.5,28.3
EE-HR,EE,HR,2019,0.8,1,18.0,18.0,31471100656.2431,60752588976.3175,0.8,56.1,47.4,43.8,28.3
GR-HR,GR,HR,2019,0.8,1,24.0,24.0,205326724570.227,60752588976.3175,0.8,50.2,47.4,27.6,28.3
FI-HR,FI,HR,2019,0.8,1,18.0,18.0,268966065200.0,60752588976.3175,0.8,68.0,47.4,51.6,28.3
FR-HR,FR,HR,2019,,1,34.43,34.43,2715518274227.45,60752588976.3175,9.8,63.5,47.4,45.0,28.3
FR-HR,FR,HR,2019,,1,34.43,34.43,2715518274227.45,60752588976.3175,9.8,63.5,47.4,45.0,28.3
HU-HR,HU,HR,2019,0.8,1,18.0,18.0,163503650313.081,60752588976.3175,1.7999999999999998,50.3,47.4,38.7,28.3
HU-HR,HU,HR,2019,0.8,1,18.0,18.0,163503650313.081,60752588976.3175,1.7999999999999998,50.3,47.4,38.7,28.3
IE-HR,IE,HR,2019,0.8,1,18.0,18.0,398590210120.337,60752588976.3175,0.8,62.1,47.4,50.1,28.3
IT-HR,IT,HR,2019,0.8,1,22.24512,22.24512,2004913357800.0,60752588976.3175,2.8,54.7,47.4,37.9,28.3
IT-HR,IT,HR,2019,0.8,1,22.24512,22.24512,2004913357800.0,60752588976.3175,2.8,54.7,47.4,37.9,28.3
LT-HR,LT,HR,2019,0.8,1,18.0,18.0,54639938780.2352,60752588976.3175,0.8,50.6,47.4,32.3,28.3
LV-HR,LV,HR,2019,0.8,1,18.0,18.0,34055464655.3254,60752588976.3175,0.8,51.3,47.4,35.2,28.3
NL-HR,NL,HR,2019,0.8,1,25.0,25.0,907050863145.097,60752588976.3175,1.7999999999999998,65.4,47.4,57.5,28.3
NL-HR,NL,HR,2019,0.8,1,25.0,25.0,907050863145.097,60752588976.3175,1.7999999999999998,65.4,47.4,57.5,28.3
PL-HR,PL,HR,2019,0.8,1,18.0,18.0,595862086928.211,60752588976.3175,2.8,51.0,47.4,31.7,28.3
PL-HR,PL,HR,2019,0.8,1,18.0,18.0,595862086928.211,60752588976.3175,2.8,51.0,47.4,31.7,28.3
RO-HR,RO,HR,2019,0.8,1,18.0,18.0,249696854574.199,60752588976.3175,2.8,45.5,47.4,28.0,28.3
RO-HR,RO,HR,2019,0.8,1,18.0,18.0,249696854574.199,60752588976.3175,2.8,45.5,47.4,28.0,28.3
SE-HR,SE,HR,2019,0.8,1,18.0,18.0,531283304459.667,60752588976.3175,3.8,70.4,47.4,56.9,28.3
SE-HR,SE,HR,2019,0.8,1,18.0,18.0,531283304459.667,60752588976.3175,2.8,70.4,47.4,56.9,28.3
SI-HR,SI,HR,2019,0.8,1,19.0,19.0,54174227308.8862,60752588976.3175,2.8,54.1,47.4,36.4,28.3
SI-HR,SI,HR,2019,0.8,1,19.0,19.0,54174227308.8862,60752588976.3175,2.8,54.1,47.4,36.4,28.3
SK-HR,SK,HR,2019,0.8,1,21.0,21.0,105119160234.117,60752588976.3175,0.8,48.5,47.4,35.6,28.3
AT-HU,AT,HU,2019,0.8,1,25.0,25.0,445075391688.156,163503650313.081,19.799999999999997,62.8,50.3,39.1,38.7
AT-HU,AT,HU,2019,0.8,1,25.0,25.0,445075391688.156,163503650313.081,17.799999999999997,62.8,50.3,39.1,38.7
BE-HU,BE,HU,2019,0.8,1,29.58,29.58,533254518108.234,163503650313.081,2.8,60.7,50.3,39.6,38.7
BE-HU,BE,HU,2019,0.8,1,29.58,29.58,533254518108.234,163503650313.081,4.800000000000001,60.7,50.3,39.6,38.7
BG-HU,BG,HU,2019,0.8,1,10.0,10.0,68558815111.6199,163503650313.081,0.8,48.1,50.3,32.6,38.7
CY-HU,CY,HU,2019,0.8,1,12.5,12.5,24949065263.6292,163503650313.081,0.8,55.5,50.3,41.1,38.7
CZ-HU,CZ,HU,2019,0.8,1,19.0,19.0,250686478649.064,163503650313.081,1.7999999999999998,55.4,50.3,43.4,38.7
CZ-HU,CZ,HU,2019,0.8,1,19.0,19.0,250686478649.064,163503650313.081,1.7999999999999998,55.4,50.3,43.4,38.7
DE-HU,DE,HU,2019,0.8,1,25.0,25.0,3861123558039.21,163503650313.081,163.8,65.3,50.3,51.1,38.7
DE-HU,DE,HU,2019,0.8,1,25.0,25.0,3861123558039.21,163503650313.081,166.8,65.3,50.3,51.1,38.7
DK-HU,DK,HU,2019,0.8,1,22.0,22.0,350104327658.675,163503650313.081,1.7999999999999998,69.3,50.3,47.5,38.7
DK-HU,DK,HU,2019,0.8,1,22.0,22.0,350104327658.675,163503650313.081,1.7999999999999998,69.3,50.3,47.5,38.7
EE-HU,EE,HU,2019,0.8,1,9.0,9.0,31471100656.2431,163503650313.081,0.8,56.1,50.3,43.8,38.7
GR-HU,GR,HU,2019,0.8,1,24.0,24.0,205326724570.227,163503650313.081,0.8,50.2,50.3,27.6,38.7
FI-HU,FI,HU,2019,,1,9.0,9.0,268966065200.0,163503650313.081,24.799999999999997,68.0,50.3,51.6,38.7
FI-HU,FI,HU,2019,,1,9.0,9.0,268966065200.0,163503650313.081,23.799999999999997,68.0,50.3,51.6,38.7
FR-HU,FR,HU,2019,,1,34.43,34.43,2715518274227.45,163503650313.081,53.8,63.5,50.3,45.0,38.7
FR-HU,FR,HU,2019,,1,34.43,34.43,2715518274227.45,163503650313.081,54.8,63.5,50.3,45.0,38.7
HR-HU,HR,HU,2019,0.8,1,18.0,18.0,60752588976.3175,163503650313.081,1.7999999999999998,47.4,50.3,28.3,38.7
HR-HU,HR,HU,2019,0.8,1,18.0,18.0,60752588976.3175,163503650313.081,1.7999999999999998,47.4,50.3,28.3,38.7
IE-HU,IE,HU,2019,0.8,1,12.5,12.5,398590210120.337,163503650313.081,0.8,62.1,50.3,50.1,38.7
IT-HU,IT,HU,2019,0.8,1,22.24512,22.24512,2004913357800.0,163503650313.081,10.8,54.7,50.3,37.9,38.7
IT-HU,IT,HU,2019,0.8,1,22.24512,22.24512,2004913357800.0,163503650313.081,10.8,54.7,50.3,37.9,38.7
LT-HU,LT,HU,2019,0.8,1,15.0,15.0,54639938780.2352,163503650313.081,0.8,50.6,50.3,32.3,38.7
LV-HU,LV,HU,2019,0.8,1,16.0,16.0,34055464655.3254,163503650313.081,0.8,51.3,50.3,35.2,38.7
NL-HU,NL,HU,2019,0.8,1,25.0,25.0,907050863145.097,163503650313.081,6.800000000000001,65.4,50.3,57.5,38.7
NL-HU,NL,HU,2019,0.8,1,25.0,25.0,907050863145.097,163503650313.081,6.800000000000001,65.4,50.3,57.5,38.7
PL-HU,PL,HU,2019,1.0,1,15.200000000000001,15.200000000000001,595862086928.211,163503650313.081,10.8,51.0,50.3,31.7,38.7
PL-HU,PL,HU,2019,1.0,1,15.200000000000001,15.200000000000001,595862086928.211,163503650313.081,8.8,51.0,50.3,31.7,38.7
RO-HU,RO,HU,2019,0.8,1,16.0,16.0,249696854574.199,163503650313.081,4.800000000000001,45.5,50.3,28.0,38.7
RO-HU,RO,HU,2019,0.8,1,16.0,16.0,249696854574.199,163503650313.081,4.800000000000001,45.5,50.3,28.0,38.7
SE-HU,SE,HU,2019,0.8,1,17.12,17.12,531283304459.667,163503650313.081,63.8,70.4,50.3,56.9,38.7
SE-HU,SE,HU,2019,0.8,1,17.12,17.12,531283304459.667,163503650313.081,62.8,70.4,50.3,56.9,38.7
SI-HU,SI,HU,2019,0.8,1,19.0,19.0,54174227308.8862,163503650313.081,0.8,54.1,50.3,36.4,38.7
SK-HU,SK,HU,2019,0.8,1,21.0,21.0,105119160234.117,163503650313.081,0.8,48.5,50.3,35.6,38.7
AT-ID,AT,ID,2019,0.8,1,25.0,25.0,445075391688.156,1119091259074.62,1.7999999999999998,62.8,38.6,39.1,20.8
AT-ID,AT,ID,2019,0.8,1,25.0,25.0,445075391688.156,1119091259074.62,1.7999999999999998,62.8,38.6,39.1,20.8
BE-ID,BE,ID,2019,0.8,1,29.58,29.58,533254518108.234,1119091259074.62,4.800000000000001,60.7,38.6,39.6,20.8
BE-ID,BE,ID,2019,0.8,1,29.58,29.58,533254518108.234,1119091259074.62,3.8,60.7,38.6,39.6,20.8
BG-ID,BG,ID,2019,0.8,1,25.0,25.0,68558815111.6199,1119091259074.62,0.8,48.1,38.6,32.6,20.8
CY-ID,CY,ID,2019,0.8,1,25.0,25.0,24949065263.6292,1119091259074.62,0.8,55.5,38.6,41.1,20.8
CZ-ID,CZ,ID,2019,0.8,1,25.0,25.0,250686478649.064,1119091259074.62,0.8,55.4,38.6,43.4,20.8
DE-ID,DE,ID,2019,,1,25.0,25.0,3861123558039.21,1119091259074.62,20.799999999999997,65.3,38.6,51.1,20.8
DE-ID,DE,ID,2019,,1,25.0,25.0,3861123558039.21,1119091259074.62,20.799999999999997,65.3,38.6,51.1,20.8
DK-ID,DK,ID,2019,0.8,1,25.0,25.0,350104327658.675,1119091259074.62,2.8,69.3,38.6,47.5,20.8
EE-ID,EE,ID,2019,0.8,1,25.0,25.0,31471100656.2431,1119091259074.62,0.8,56.1,38.6,43.8,20.8
GR-ID,GR,ID,2019,0.8,1,25.0,25.0,205326724570.227,1119091259074.62,0.8,50.2,38.6,27.6,20.8
FI-ID,FI,ID,2019,0.8,1,25.0,25.0,268966065200.0,1119091259074.62,0.8,68.0,38.6,51.6,20.8
FR-ID,FR,ID,2019,,1,34.43,34.43,2715518274227.45,1119091259074.62,4.800000000000001,63.5,38.6,45.0,20.8
FR-ID,FR,ID,2019,,1,34.43,34.43,2715518274227.45,1119091259074.62,5.800000000000001,63.5,38.6,45.0,20.8
HR-ID,HR,ID,2019,0.8,1,25.0,25.0,60752588976.3175,1119091259074.62,0.8,47.4,38.6,28.3,20.8
HU-ID,HU,ID,2019,0.8,1,25.0,25.0,163503650313.081,1119091259074.62,0.8,50.3,38.6,38.7,20.8
IE-ID,IE,ID,2019,0.8,1,25.0,25.0,398590210120.337,1119091259074.62,0.8,62.1,38.6,50.1,20.8
IT-ID,IT,ID,2019,0.8,1,25.0,25.0,2004913357800.0,1119091259074.62,5.800000000000001,54.7,38.6,37.9,20.8
IT-ID,IT,ID,2019,0.8,1,25.0,25.0,2004913357800.0,1119091259074.62,7.800000000000001,54.7,38.6,37.9,20.8
LT-ID,LT,ID,2019,0.8,1,25.0,25.0,54639938780.2352,1119091259074.62,0.8,50.6,38.6,32.3,20.8
LV-ID,LV,ID,2019,0.8,1,25.0,25.0,34055464655.3254,1119091259074.62,0.8,51.3,38.6,35.2,20.8
NL-ID,NL,ID,2019,0.8,1,25.0,25.0,907050863145.097,1119091259074.62,4.800000000000001,65.4,38.6,57.5,20.8
NL-ID,NL,ID,2019,0.8,1,25.0,25.0,907050863145.097,1119091259074.62,3.8,65.4,38.6,57.5,20.8
PL-ID,PL,ID,2019,0.8,1,25.0,25.0,595862086928.211,1119091259074.62,0.8,51.0,38.6,31.7,20.8
RO-ID,RO,ID,2019,0.8,1,25.0,25.0,249696854574.199,1119091259074.62,0.8,45.5,38.6,28.0,20.8
SE-ID,SE,ID,2019,0.8,1,25.0,25.0,531283304459.667,1119091259074.62,3.8,70.4,38.6,56.9,20.8
SE-ID,SE,ID,2019,0.8,1,25.0,25.0,531283304459.667,1119091259074.62,2.8,70.4,38.6,56.9,20.8
SI-ID,SI,ID,2019,0.8,1,25.0,25.0,54174227308.8862,1119091259074.62,0.8,54.1,38.6,36.4,20.8
SK-ID,SK,ID,2019,0.8,1,25.0,25.0,105119160234.117,1119091259074.62,0.8,48.5,38.6,35.6,20.8
AT-IE,AT,IE,2019,0.8,1,25.0,25.0,445075391688.156,398590210120.337,6.800000000000001,62.8,62.1,39.1,50.1
AT-IE,AT,IE,2019,0.8,1,25.0,25.0,445075391688.156,398590210120.337,4.800000000000001,62.8,62.1,39.1,50.1
BE-IE,BE,IE,2019,,1,29.58,29.58,533254518108.234,398590210120.337,21.799999999999997,60.7,62.1,39.6,50.1
BE-IE,BE,IE,2019,,1,29.58,29.58,533254518108.234,398590210120.337,18.799999999999997,60.7,62.1,39.6,50.1
BG-IE,BG,IE,2019,0.8,1,12.5,12.5,68558815111.6199,398590210120.337,0.8,48.1,62.1,32.6,50.1
CY-IE,CY,IE,2019,0.8,1,12.5,12.5,24949065263.6292,398590210120.337,0.8,55.5,62.1,41.1,50.1
CZ-IE,CZ,IE,2019,0.8,1,19.0,19.0,250686478649.064,398590210120.337,1.7999999999999998,55.4,62.1,43.4,50.1
CZ-IE,CZ,IE,2019,0.8,1,19.0,19.0,250686478649.064,398590210120.337,2.8,55.4,62.1,43.4,50.1
DK-IE,DK,IE,2019,9.5,1,22.0,22.0,350104327658.675,398590210120.337,5.800000000000001,69.3,62.1,47.5,50.1
DK-IE,DK,IE,2019,9.5,1,22.0,22.0,350104327658.675,398590210120.337,5.800000000000001,69.3,62.1,47.5,50.1
EE-IE,EE,IE,2019,0.8,1,12.5,12.5,31471100656.2431,398590210120.337,3.8,56.1,62.1,43.8,50.1
GR-IE,GR,IE,2019,0.8,1,24.0,24.0,205326724570.227,398590210120.337,4.800000000000001,50.2,62.1,27.6,50.1
GR-IE,GR,IE,2019,0.8,1,24.0,24.0,205326724570.227,398590210120.337,4.800000000000001,50.2,62.1,27.6,50.1
FI-IE,FI,IE,2019,1.7999999999999998,1,16.0,16.0,268966065200.0,398590210120.337,6.800000000000001,68.0,62.1,51.6,50.1
FI-IE,FI,IE,2019,1.7999999999999998,1,16.0,16.0,268966065200.0,398590210120.337,6.800000000000001,68.0,62.1,51.6,50.1
FR-IE,FR,IE,2019,,1,34.43,34.43,2715518274227.45,398590210120.337,48.8,63.5,62.1,45.0,50.1
FR-IE,FR,IE,2019,,1,34.43,34.43,2715518274227.45,398590210120.337,53.8,63.5,62.1,45.0,50.1
HR-IE,HR,IE,2019,0.8,1,18.0,18.0,60752588976.3175,398590210120.337,0.8,47.4,62.1,28.3,50.1
HU-IE,HU,IE,2019,0.8,1,12.5,12.5,163503650313.081,398590210120.337,0.8,50.3,62.1,38.7,50.1
IT-IE,IT,IE,2019,0.8,1,22.24512,22.24512,2004913357800.0,398590210120.337,22.799999999999997,54.7,62.1,37.9,50.1
IT-IE,IT,IE,2019,0.8,1,22.24512,22.24512,2004913357800.0,398590210120.337,25.799999999999997,54.7,62.1,37.9,50.1
LT-IE,LT,IE,2019,0.8,1,15.0,15.0,54639938780.2352,398590210120.337,0.8,50.6,62.1,32.3,50.1
LV-IE,LV,IE,2019,0.8,1,16.0,16.0,34055464655.3254,398590210120.337,0.8,51.3,62.1,35.2,50.1
NL-IE,NL,IE,2019,0.8,1,25.0,25.0,907050863145.097,398590210120.337,39.8,65.4,62.1,57.5,50.1
NL-IE,NL,IE,2019,0.8,1,25.0,25.0,907050863145.097,398590210120.337,39.8,65.4,62.1,57.5,50.1
PL-IE,PL,IE,2019,0.8,1,15.200000000000001,15.200000000000001,595862086928.211,398590210120.337,7.800000000000001,51.0,62.1,31.7,50.1
PL-IE,PL,IE,2019,0.8,1,15.200000000000001,15.200000000000001,595862086928.211,398590210120.337,7.800000000000001,51.0,62.1,31.7,50.1
RO-IE,RO,IE,2019,0.8,1,16.0,16.0,249696854574.199,398590210120.337,26.799999999999997,45.5,62.1,28.0,50.1
RO-IE,RO,IE,2019,0.8,1,16.0,16.0,249696854574.199,398590210120.337,25.799999999999997,45.5,62.1,28.0,50.1
SE-IE,SE,IE,2019,0.8,1,17.12,17.12,531283304459.667,398590210120.337,32.8,70.4,62.1,56.9,50.1
SE-IE,SE,IE,2019,0.8,1,17.12,17.12,531283304459.667,398590210120.337,37.8,70.4,62.1,56.9,50.1
SI-IE,SI,IE,2019,0.8,1,19.0,19.0,54174227308.8862,398590210120.337,0.8,54.1,62.1,36.4,50.1
SK-IE,SK,IE,2019,0.8,1,21.0,21.0,105119160234.117,398590210120.337,0.8,48.5,62.1,35.6,50.1
AT-IN,AT,IN,2019,0.8,1,30.0,30.0,445075391688.156,2870504096717.48,28.799999999999997,62.8,44.7,39.1,28.5
AT-IN,AT,IN,2019,0.8,1,30.0,30.0,445075391688.156,2870504096717.48,33.8,62.8,44.7,39.1,28.5
BE-IN,BE,IN,2019,,1,30.0,30.0,533254518108.234,2870504096717.48,45.8,60.7,44.7,39.6,28.5
BE-IN,BE,IN,2019,,1,30.0,30.0,533254518108.234,2870504096717.48,40.8,60.7,44.7,39.6,28.5
BG-IN,BG,IN,2019,0.8,1,30.0,30.0,68558815111.6199,2870504096717.48,3.8,48.1,44.7,32.6,28.5
BG-IN,BG,IN,2019,0.8,1,30.0,30.0,68558815111.6199,2870504096717.48,3.8,48.1,44.7,32.6,28.5
CY-IN,CY,IN,2019,0.8,1,30.0,30.0,24949065263.6292,2870504096717.48,0.8,55.5,44.7,41.1,28.5
CZ-IN,CZ,IN,2019,0.8,1,30.0,30.0,250686478649.064,2870504096717.48,14.8,55.4,44.7,43.4,28.5
CZ-IN,CZ,IN,2019,0.8,1,30.0,30.0,250686478649.064,2870504096717.48,14.8,55.4,44.7,43.4,28.5
DE-IN,DE,IN,2019,,1,30.0,30.0,3861123558039.21,2870504096717.48,404.79999999999995,65.3,44.7,51.1,28.5
DE-IN,DE,IN,2019,,1,30.0,30.0,3861123558039.21,2870504096717.48,395.79999999999995,65.3,44.7,51.1,28.5
DK-IN,DK,IN,2019,0.8,1,30.0,30.0,350104327658.675,2870504096717.48,38.8,69.3,44.7,47.5,28.5
DK-IN,DK,IN,2019,0.8,1,30.0,30.0,350104327658.675,2870504096717.48,40.8,69.3,44.7,47.5,28.5
EE-IN,EE,IN,2019,0.8,1,30.0,30.0,31471100656.2431,2870504096717.48,0.8,56.1,44.7,43.8,28.5
GR-IN,GR,IN,2019,0.8,1,30.0,30.0,205326724570.227,2870504096717.48,6.800000000000001,50.2,44.7,27.6,28.5
GR-IN,GR,IN,2019,0.8,1,30.0,30.0,205326724570.227,2870504096717.48,6.800000000000001,50.2,44.7,27.6,28.5
FI-IN,FI,IN,2019,,1,30.0,30.0,268966065200.0,2870504096717.48,37.8,68.0,44.7,51.6,28.5
FI-IN,FI,IN,2019,,1,30.0,30.0,268966065200.0,2870504096717.48,39.8,68.0,44.7,51.6,28.5
FR-IN,FR,IN,2019,,1,34.43,34.43,2715518274227.45,2870504096717.48,194.8,63.5,44.7,45.0,28.5
FR-IN,FR,IN,2019,,1,34.43,34.43,2715518274227.45,2870504096717.48,189.8,63.5,44.7,45.0,28.5
HR-IN,HR,IN,2019,0.8,1,30.0,30.0,60752588976.3175,2870504096717.48,1.7999999999999998,47.4,44.7,28.3,28.5
HR-IN,HR,IN,2019,0.8,1,30.0,30.0,60752588976.3175,2870504096717.48,1.7999999999999998,47.4,44.7,28.3,28.5
HU-IN,HU,IN,2019,0.8,1,30.0,30.0,163503650313.081,2870504096717.48,3.8,50.3,44.7,38.7,28.5
HU-IN,HU,IN,2019,0.8,1,30.0,30.0,163503650313.081,2870504096717.48,3.8,50.3,44.7,38.7,28.5
IE-IN,IE,IN,2019,0.8,1,30.0,30.0,398590210120.337,2870504096717.48,20.799999999999997,62.1,44.7,50.1,28.5
IE-IN,IE,IN,2019,0.8,1,30.0,30.0,398590210120.337,2870504096717.48,19.799999999999997,62.1,44.7,50.1,28.5
IT-IN,IT,IN,2019,0.8,1,30.0,30.0,2004913357800.0,2870504096717.48,82.80000000000001,54.7,44.7,37.9,28.5
IT-IN,IT,IN,2019,0.8,1,30.0,30.0,2004913357800.0,2870504096717.48,71.80000000000001,54.7,44.7,37.9,28.5
LT-IN,LT,IN,2019,,1,30.0,30.0,54639938780.2352,2870504096717.48,0.8,50.6,44.7,32.3,28.5
LV-IN,LV,IN,2019,0.8,1,30.0,30.0,34055464655.3254,2870504096717.48,0.8,51.3,44.7,35.2,28.5
NL-IN,NL,IN,2019,0.8,1,30.0,30.0,907050863145.097,2870504096717.48,141.8,65.4,44.7,57.5,28.5
NL-IN,NL,IN,2019,0.8,1,30.0,30.0,907050863145.097,2870504096717.48,130.8,65.4,44.7,57.5,28.5
PL-IN,PL,IN,2019,1.3,1,30.0,30.0,595862086928.211,2870504096717.48,26.799999999999997,51.0,44.7,31.7,28.5
PL-IN,PL,IN,2019,1.3,1,30.0,30.0,595862086928.211,2870504096717.48,26.799999999999997,51.0,44.7,31.7,28.5
RO-IN,RO,IN,2019,0.8,1,30.0,30.0,249696854574.199,2870504096717.48,1.7999999999999998,45.5,44.7,28.0,28.5
RO-IN,RO,IN,2019,0.8,1,30.0,30.0,249696854574.199,2870504096717.48,1.7999999999999998,45.5,44.7,28.0,28.5
SE-IN,SE,IN,2019,1.3,1,30.0,30.0,531283304459.667,2870504096717.48,55.8,70.4,44.7,56.9,28.5
